+-----+------+-------+-----+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id  | year | month | day |     street      |                                                                                                       description                                                                                                        |
+-----+------+-------+-----+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| 295 | 2021 | 7     | 28  | Humphrey Street | Theft of the CS50 duck took place at 10:15am at the Humphrey Street bakery. Interviews were conducted today with three witnesses who were present at the time – each of their interview transcripts mentions the bakery. |
| 297 | 2021 | 7     | 28  | Humphrey Street | Littering took place at 16:36. No known witnesses.                                                                                                                                                                       |
+-----+------+-------+-----+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+-----+---------+------+-------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id  |  name   | year | month | day |                                                                                                                                                     transcript                                                                                                                                                      |
+-----+---------+------+-------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| 161 | Ruth    | 2021 | 7     | 28  | Sometime within ten minutes of the theft, I saw the thief get into a car in the bakery parking lot and drive away. If you have security footage from the bakery parking lot, you might want to look for cars that left the parking lot in that time frame.                                                          |
| 162 | Eugene  | 2021 | 7     | 28  | I don't know the thief's name, but it was someone I recognized. Earlier this morning, before I arrived at Emma's bakery, I was walking by the ATM on Leggett Street and saw the thief there withdrawing some money.                                                                                                 |
| 163 | Raymond | 2021 | 7     | 28  | As the thief was leaving the bakery, they called someone who talked to them for less than a minute. In the call, I heard the thief say that they were planning to take the earliest flight out of Fiftyville tomorrow. The thief then asked the person on the other end of the phone to purchase the flight ticket. |
+-----+---------+------+-------+-----+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
+----+-------------------+------------------------+------+-------+-----+------+--------+
| id | origin_airport_id | destination_airport_id | year | month | day | hour | minute |
+----+-------------------+------------------------+------+-------+-----+------+--------+
| 18 | 8                 | 6                      | 2021 | 7     | 29  | 16   | 0      |
| 23 | 8                 | 11                     | 2021 | 7     | 29  | 12   | 15     |
| 36 | 8                 | 4                      | 2021 | 7     | 29  | 8    | 20     |
| 43 | 8                 | 1                      | 2021 | 7     | 29  | 9    | 30     |
| 53 | 8                 | 9                      | 2021 | 7     | 29  | 15   | 20     |
+----+-------------------+------------------------+------+-------+-----+------+--------+
+--------+--------+----------------+-----------------+---------------+
|   id   |  name  |  phone_number  | passport_number | license_plate |
+--------+--------+----------------+-----------------+---------------+
| 395717 | Kenny  | (826) 555-1652 | 9878712108      | 30G67EN       |
| 398010 | Sofia  | (130) 555-0289 | 1695452385      | G412CB7       |
| 449774 | Taylor | (286) 555-6063 | 1988161715      | 1106N58       |
| 467400 | Luca   | (389) 555-5198 | 8496433585      | 4328GD8       |
| 560886 | Kelsey | (499) 555-9472 | 8294398571      | 0NTHK55       |
| 651714 | Edward | (328) 555-1152 | 1540955065      | 130LD9Z       |
| 686048 | Bruce  | (367) 555-5533 | 5773159633      | 94KL13X       |
| 953679 | Doris  | (066) 555-9701 | 7214083635      | M51FA04       |
+--------+--------+----------------+-----------------+---------------+
+-----+----------------+----------------+------+-------+-----+----------+
| id  |     caller     |    receiver    | year | month | day | duration |
+-----+----------------+----------------+------+-------+-----+----------+
| 221 | (130) 555-0289 | (996) 555-8899 | 2021 | 7     | 28  | 51       |
| 224 | (499) 555-9472 | (892) 555-8872 | 2021 | 7     | 28  | 36       |
| 233 | (367) 555-5533 | (375) 555-8161 | 2021 | 7     | 28  | 45       |
| 251 | (499) 555-9472 | (717) 555-1342 | 2021 | 7     | 28  | 50       |
| 254 | (286) 555-6063 | (676) 555-6554 | 2021 | 7     | 28  | 43       |
| 279 | (826) 555-1652 | (066) 555-9701 | 2021 | 7     | 28  | 55       |
+-----+----------------+----------------+------+-------+-----+----------+
+--------+--------+----------------+-----------------+---------------+
|   id   |  name  |  phone_number  | passport_number | license_plate |
+--------+--------+----------------+-----------------+---------------+
| 395717 | Kenny  | (826) 555-1652 | 9878712108      | 30G67EN       |
| 398010 | Sofia  | (130) 555-0289 | 1695452385      | G412CB7       |
| 449774 | Taylor | (286) 555-6063 | 1988161715      | 1106N58       |
| 560886 | Kelsey | (499) 555-9472 | 8294398571      | 0NTHK55       |
| 686048 | Bruce  | (367) 555-5533 | 5773159633      | 94KL13X       |
+--------+--------+----------------+-----------------+---------------+
+-------------+-----+------+-------+-----+------+--------+----------+---------------+--------+-------------+----------------+-----------------+---------------+
|    name     | id  | year | month | day | hour | minute | activity | license_plate |   id   |    name     |  phone_number  | passport_number | license_plate |
| Ryan        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 293753 | Ryan        | (901) 555-8732 |                 | 0WZS77X       |
| Megan       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 313696 | Megan       | (222) 555-8026 | 4879021885      |               |
| Tyler       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 313837 | Tyler       | (660) 555-3095 | 8613298074      | 3H26E71       |
| Gregory     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 315221 | Gregory     | (022) 555-4052 | 3355598951      | V4C670D       |
| Eric        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 316531 | Eric        | (869) 555-6696 |                 | X8T96JM       |
| Jacob       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 319800 | Jacob       | (037) 555-8455 | 5584283945      | P45A66L       |
| Brandon     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 325548 | Brandon     | (771) 555-6667 | 7874488539      | R3G7486       |
| Brenda      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 331126 | Brenda      | (831) 555-0973 | 1139561952      | N7M42GP       |
| Judy        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 331484 | Judy        | (918) 555-5327 | 1236213682      | KGG82IR       |
| Joan        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 336397 | Joan        | (711) 555-3007 |                 | L476K20       |
| Christine   | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 337221 | Christine   | (608) 555-9302 |                 | XE95071       |
| Rebecca     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 341739 | Rebecca     | (891) 555-5672 | 6264773605      |               |
| Grace       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 343408 | Grace       | (932) 555-1504 | 9826028703      | HXA8903       |
| Helen       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 343881 | Helen       |                | 8810489487      | G3QW7I4       |
| Marilyn     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 354903 | Marilyn     | (568) 555-3190 | 7441135547      | 0R0FW39       |
| Walter      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 358382 | Walter      | (544) 555-8087 | 4223654265      | 82456Y8       |
| Carolyn     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 360948 | Carolyn     | (234) 555-1294 | 3925120216      | P14PE2Q       |
| Christopher | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 363991 | Christopher | (775) 555-7584 | 3249120117      | 91UQ3NC       |
| Kayla       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 368533 | Kayla       | (487) 555-5865 | 4674590724      | 2729MD0       |
| Alexander   | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 372684 | Alexander   | (801) 555-9266 |                 | 8P9NEU9       |
| Noah        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 375525 | Noah        | (959) 555-4871 | 1095374669      | 11J91FW       |
| Joshua      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 379932 | Joshua      | (267) 555-2761 | 3761239013      | 1FBL6TH       |
| Debra       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 384013 | Debra       |                | 2750542732      | 47MEFVA       |
| Kelly       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 384637 | Kelly       | (496) 555-2096 | 4041498045      |               |
| Kenny       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 395717 | Kenny       | (826) 555-1652 | 9878712108      | 30G67EN       |
| Iman        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 396669 | Iman        | (829) 555-5269 | 7049073643      | L93JTIZ       |
| Sofia       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 398010 | Sofia       | (130) 555-0289 | 1695452385      | G412CB7       |
| Lauren      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 402368 | Lauren      | (707) 555-7535 | 5551547908      | 3899SY4       |
| Catherine   | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 404704 | Catherine   | (020) 555-6715 |                 | NA31S0K       |
| Teresa      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 419774 | Teresa      | (041) 555-4011 | 8699553201      | HW0BF87       |
| Carol       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 423393 | Carol       | (168) 555-6126 | 6128131458      | 81MNC9R       |
| Ruth        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 430845 | Ruth        | (772) 555-5770 |                 | HZB4129       |
| Benista     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 438727 | Benista     | (338) 555-6650 | 9586786673      | 8X428L0       |
| Sara        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 440007 | Sara        | (340) 555-8872 | 3412604728      | 99A843C       |
| Dennis      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 447494 | Dennis      |                | 4149859587      |               |
| Taylor      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 449774 | Taylor      | (286) 555-6063 | 1988161715      | 1106N58       |
| Brooke      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 458378 | Brooke      | (122) 555-4581 | 4408372428      | QX4YZN3       |
| Luca        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 467400 | Luca        | (389) 555-5198 | 8496433585      | 4328GD8       |
| Billy       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 477251 | Billy       | (060) 555-2489 | 9290922261      | 2HB7G9N       |
| Anna        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 484375 | Anna        | (704) 555-2131 |                 |               |
| Barbara     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 485785 | Barbara     | (367) 555-0409 | 1165086731      | HN8I106       |
| Wayne       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 486361 | Wayne       | (056) 555-0309 |                 | D965M59       |
| Jesse       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 490439 | Jesse       | (693) 555-7986 |                 | 608027W       |
| Stephanie   | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 495558 | Stephanie   | (204) 555-4136 | 7712200330      | 2001OV9       |
| Susan       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 502920 | Susan       |                | 8623763125      |               |
| Samantha    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 504758 | Samantha    | (956) 555-1395 | 6720918005      | E9PF99X       |
| Jean        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 505688 | Jean        | (695) 555-0348 | 1682575122      | JN7K44M       |
| Zachary     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 506435 | Zachary     | (839) 555-1757 |                 | 5810O6V       |
| Diana       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 514354 | Diana       | (770) 555-1861 | 3592750733      | 322W7JE       |
| Randy       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 518594 | Randy       | (984) 555-5921 | 7538263720      | 106OW2W       |
| Jeffrey     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 520840 | Jeffrey     |                | 2041495124      | EH6V12Q       |
| Hannah      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 526940 | Hannah      | (877) 555-0523 | 3366196639      | 88CEO92       |
| Olivia      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 534459 | Olivia      | (258) 555-5627 | 6632213958      | X273ZK9       |
| Bradley     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 537582 | Bradley     | (873) 555-8470 | 1526109096      | 9Y0JT4U       |
| Joseph      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 539107 | Joseph      | (238) 555-5554 | 4328444220      |               |
| Marie       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 539330 | Marie       |                |                 | C4559Y9       |
| Theresa     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 539960 | Theresa     | (190) 555-4928 | 1833124350      | 668A8SL       |
| Michael     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 542503 | Michael     | (529) 555-7276 | 6117294637      | HOD8639       |
| Nicholas    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 545303 | Nicholas    | (095) 555-3639 | 2581746522      | 5840J5X       |
| Kathleen    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 548858 | Kathleen    | (960) 555-2044 | 2628207874      | PF37ZVK       |
| William     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 559765 | William     | (324) 555-0416 |                 | FA63H32       |
| Kelsey      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 560886 | Kelsey      | (499) 555-9472 | 8294398571      | 0NTHK55       |
| Kathryn     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 561160 | Kathryn     | (609) 555-5876 | 6121106406      | 4ZY7I8T       |
| Vincent     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 565511 | Vincent     |                | 3011089587      | 94MV71O       |
| Jack        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 567218 | Jack        | (996) 555-8899 | 9029462229      | 52R0Y8U       |
| Paul        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 572028 | Paul        | (357) 555-0246 | 9143726159      | R64E41W       |
| Mary        | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 579698 | Mary        | (188) 555-4719 |                 | C194752       |
| Betty       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 580086 | Betty       | (233) 555-0473 | 2400516856      | 47KK91C       |
| Arthur      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 585903 | Arthur      | (394) 555-3247 | 7884829354      | 64I1286       |
| Justin      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 586942 | Justin      | (721) 555-1131 | 9608210024      |               |
| Dylan       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 591369 | Dylan       | (380) 555-4380 | 5776544886      | DN6Z7FH       |
| Isabella    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 600230 | Isabella    |                | 9893853348      |               |
| Bryan       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 600585 | Bryan       | (696) 555-9195 | 3833243751      | 8911U63       |
| Ralph       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 604497 | Ralph       | (771) 555-7880 | 6464352048      | 3933NUH       |
| Jessica     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 606219 | Jessica     | (786) 555-5321 | 7118667746      | ET017P4       |
| Benjamin    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 612949 | Benjamin    | (680) 555-4935 |                 | I8S932C       |
| Jerry       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 617509 | Jerry       | (558) 555-9741 | 3816396248      | 4DD691O       |
| Matthew     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 619074 | Matthew     |                | 4195341387      | 31GVT84       |
| Janet       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 620295 | Janet       | (464) 555-2162 | 2160709651      | P72XP87       |
| Peter       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 620297 | Peter       | (751) 555-6567 | 9224308981      | N507616       |
| Joe         | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 622544 | Joe         | (452) 555-8550 |                 | 24X1AQM       |
| Julia       | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 623724 | Julia       |                | 5380305521      | L605IHS       |
| Melissa     | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 626361 | Melissa     | (717) 555-1342 | 7834357192      |               |
| Alexis      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 630782 | Alexis      | (814) 555-5180 | 5310124622      | X4G3938       |
| Amanda      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 632023 | Amanda      | (821) 555-5262 | 1618186613      | RS7I6A0       |
| Sandra      | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 634238 | Sandra      | (604) 555-0153 |                 | 2BDU20B       |
| Michelle    | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 637069 | Michelle    | (738) 555-2050 | 4590049635      | 52E25A9       |
| Charlotte   | 260 | 2021 | 7     | 28  | 10   | 16     | exit     | 5P2BI95       | 639344 | Charlotte   | (455) 555-5315 | 7226911797      | Z5FH038       |
